,city,city_id,latitude,longitude,temperature,cloudiness,humidity,wind_speed
397,Andrieşeni,686341,47.5333,27.2833,49.32,85,68,1.99
398,Kathmandu,1283240,27.7167,85.3167,66.2,20,48,6.91
399,Igarka,1505991,67.4667,86.5833,30.87,60,88,16.89
400,Sanger,5392868,36.708,-119.556,57.0,20,58,3.44
401,Madimba,878141,-10.4,40.3333,80.6,75,78,11.5
402,Jalu,86049,29.0331,21.5482,91.87,97,9,12.71
403,Angoche,1052944,-16.2325,39.9086,77.23,39,75,8.81
404,Katsuura,2112309,35.1333,140.3,53.78,75,67,13.8
405,Morón,3430545,-34.6534,-58.6198,75.31,0,57,8.05
406,Kumul,1529484,42.8,93.45,51.1,100,26,9.66
407,Manyana,933416,-23.4,21.7167,71.64,0,23,4.41
408,Hutchinson,4273299,38.0608,-97.9298,51.28,90,71,8.05
409,Coos Bay,5720495,43.3665,-124.2179,46.92,75,87,0.56
410,Alofi,4036284,-19.0595,-169.9187,71.6,10,100,1.14
411,Ust'-Barguzin,2013986,53.45,108.9833,20.97,97,86,3.78
412,Buseresere,160833,-3.0236,31.8747,67.89,99,87,1.5
413,Santa María del Oro,3984078,25.9333,-105.3667,67.84,96,15,14.12
414,Gamba,2400547,-2.65,10.0,81.28,51,70,7.74
415,Longkou,1802550,37.6508,120.3286,50.25,100,93,23.2
416,Águilas,2522333,37.4063,-1.5829,59.58,100,79,7.0
417,Liverpool,2644210,53.4106,-2.9779,64.31,0,32,6.91
418,Zella-Mehlis,2804867,50.65,10.65,53.49,10,52,6.87
419,Margate,2643044,51.3813,1.3862,50.99,0,57,3.0
420,Vanavara,2013727,60.34,102.2797,30.9,100,93,3.15
421,Baykit,1510689,61.67,96.37,23.11,22,96,3.29
422,Plettenberg Bay,964712,-34.0527,23.3716,65.35,5,85,6.6
423,Kungurtug,1501377,50.5994,97.5228,28.62,100,87,3.44
424,Vila Velha,3445026,-20.3297,-40.2925,81.19,20,61,12.66
425,Caraquet,6942803,47.7941,-64.9386,35.6,100,80,19.57
426,Paka,1734313,4.6374,103.4368,78.4,100,89,8.05
427,Acaraú,3408368,-2.8856,-40.12,83.79,27,72,11.05
428,Zhangye,1785036,38.9342,100.4517,42.87,100,64,16.62
429,Salinópolis,3389822,-0.6136,-47.3561,82.13,36,81,6.53
430,Lüshunkou,1801722,38.8,121.2667,55.4,40,82,2.24
431,Bonito,3469294,-21.1211,-56.4819,90.03,39,25,8.3
432,Morehead,4301317,37.2711,-87.1764,51.8,90,62,7.09
433,Bima,1648759,-8.4667,118.7167,72.68,24,90,3.13
434,Río Tercero,3838793,-32.173,-64.1141,66.0,100,89,4.0
435,Makat,608872,47.6469,53.3463,55.94,100,48,2.66
436,Prattville,4084796,32.464,-86.4597,65.75,1,45,4.61
437,Dwārka,1272140,22.2394,68.9678,82.08,89,77,13.65
438,Örnsköldsvik,2686469,63.2909,18.7153,39.2,0,41,18.41
439,Dakar,2253354,14.6937,-17.4441,75.2,20,73,16.11
440,Sandwick,2638534,60.0,-1.25,48.2,20,71,8.05
441,Doudleby nad Orlicí,3076522,50.1074,16.2613,49.62,58,46,13.65
442,Barcelos,2742416,41.5388,-8.6151,63.21,20,88,13.8
443,Richards Bay,962367,-28.783,32.0377,67.66,76,79,11.59
444,Sa Kaeo,1906691,13.75,102.3333,77.25,89,85,2.93
445,Molodizhne,700834,48.1773,32.6601,50.0,75,87,15.66
446,Tupanciretã,3445939,-29.0806,-53.8358,78.58,3,39,8.32
447,Nikel,522260,69.4128,30.222,37.4,75,56,9.22
448,Fairbanks,5861897,64.8378,-147.7164,35.46,1,60,9.22
449,Roebourne,2062276,-20.7833,117.1333,78.78,1,40,6.08
450,Marsaxlokk,2562247,35.8419,14.5431,60.89,20,88,20.71
451,Colorado Springs,5417598,38.8339,-104.8214,48.24,75,49,5.75
452,Elizabeth City,4465088,36.2946,-76.2511,56.95,1,30,8.05
453,Polahongon,1693150,10.5288,124.9694,75.29,30,93,3.31
454,Manzhouli,2035836,49.6,117.4333,39.02,97,20,8.16
455,Geraldton,2070998,-28.7667,114.6,62.6,27,82,3.44
456,Carbonia,2525362,39.1672,8.5222,59.79,75,82,6.91
457,Vanimo,2084442,-2.6741,141.3028,77.83,90,88,4.27
458,Shangzhi,2035002,45.2167,127.9667,50.32,100,94,2.01
459,Forsytheganj,10722858,52.6333,29.7333,44.22,96,64,8.84
460,Kendari,1640344,-3.945,122.4989,74.84,25,94,4.18
461,Tomatlán,3981391,19.9333,-105.25,89.02,58,28,4.68
462,Bella Union,3443631,-30.2752,-57.6007,84.06,59,37,11.25
463,Gravdal,3155152,68.1214,13.5031,32.0,40,93,12.66
464,Hambantota,1244926,6.1241,81.1185,81.25,52,78,12.95
465,Saint-Pierre,935214,-21.3393,55.4781,73.02,75,78,11.5
466,Namatanai,2090021,-3.6667,152.4333,76.21,100,89,3.24
467,Stornoway,2636790,58.2093,-6.3865,53.1,100,76,11.5
468,Changli,1815656,39.7042,119.1506,53.35,63,83,8.48
469,Leeton,2160413,-34.5667,146.4,46.4,75,81,2.62
470,College,5859699,64.8569,-147.8028,36.55,20,48,4.61
471,Saint-Augustin,6137462,51.226,-58.6502,37.08,100,65,17.36
472,Matagami,6067747,49.7502,-77.6328,44.6,1,42,2.3
473,Medvedka,528010,61.1629,46.387,53.33,91,61,10.47
474,Lons,2997628,43.3167,-0.4,75.2,0,27,8.05
475,Tagusao,1684245,9.1924,117.8141,79.43,99,83,7.94
476,Sawākin,367544,19.1059,37.3321,84.22,27,59,6.51
477,Krasnyy Chikoy,2012349,50.3643,108.7512,36.36,100,87,2.68
478,Mozarlândia,3456642,-14.7447,-50.5706,89.82,8,30,1.99
479,Acapulco de Juárez,3533462,16.8634,-99.8901,89.6,90,43,4.61
480,Rājāpur,1258911,25.3833,81.15,94.96,63,9,7.85
481,Palembang,1633070,-2.9167,104.7458,75.11,39,93,3.27
482,Santa Maria,3450083,-29.6842,-53.8069,80.6,0,47,4.61
483,Broome,5110365,42.2506,-75.833,48.92,1,39,16.11
484,Sainte-Anne-des-Monts,6137749,49.124,-66.4924,35.6,100,93,13.8
485,Elko,5703673,41.0002,-115.5012,50.63,1,24,9.22
486,Eséka,2231881,3.65,10.7667,82.71,97,72,4.56
487,Ţahţā,347634,26.7693,31.5021,91.49,0,13,16.11
488,Cañon City,5416005,38.441,-105.2424,51.6,40,54,14.97
489,Torres,3446295,-29.3353,-49.7269,72.25,78,68,8.14
490,Zilair,462626,52.2332,57.4392,42.96,100,88,12.86
491,Kalmunai,1242110,7.4167,81.8167,81.48,2,78,3.87
492,Salalah,286621,17.0151,54.0924,84.2,20,74,6.91
493,Urusha,2014078,54.05,122.9,24.66,4,63,4.29
494,Sittwe,1295765,20.15,92.9,82.94,3,81,8.59
495,Ternova,692703,50.1849,36.6757,51.66,75,87,4.47
496,Okha,2122614,53.5739,142.9478,28.38,100,81,11.03
497,Lexington,4297983,37.9887,-84.4777,52.0,100,48,1.01
498,Salym,1493162,60.0625,71.4789,42.73,84,78,10.22
499,Aswān,359792,24.0934,32.907,98.89,1,9,14.05
500,Kahului,5847411,20.8947,-156.47,65.7,20,88,5.75
501,Mitú,3674676,1.1983,-70.1733,85.64,89,62,5.37
502,Dunedin,2191562,-45.8742,170.5036,51.01,55,90,3.0
503,Stony Plain,6157536,53.5334,-114.0021,33.71,1,47,8.55
504,Makkah al Mukarramah,104515,21.4267,39.8261,90.18,88,26,6.98
505,Buchanan,2278158,5.8808,-10.0467,87.8,75,70,6.91
506,Kafanchan,2335713,9.5833,8.3,96.21,49,23,6.91
507,Trincomalee,1226260,8.5711,81.2335,83.77,1,70,1.63
508,Huancabamba,3696466,-5.2386,-79.4506,69.39,40,75,3.22
509,Sinnamary,3380290,5.3833,-52.95,80.91,65,83,13.42
510,Bonfim,3405215,3.0833,-59.95,82.4,75,78,13.8
511,Gizo Government Station,2108857,-8.103,156.8419,81.18,52,77,8.14
512,Lompoc,5367788,34.6391,-120.4579,49.91,68,76,3.44
513,Orsha,624079,54.5153,30.4053,42.44,75,52,13.42
514,Vao,2137773,-22.6667,167.4833,75.42,88,79,8.34
515,Chunskiy,1507636,56.0815,99.6342,26.31,71,85,3.62
516,Kamenka,553766,51.3223,42.7678,54.0,99,74,8.19
517,Kruisfontein,986717,-34.0033,24.7314,72.0,1,68,5.01
518,Esna,355449,25.2934,32.554,100.4,0,15,11.5
519,Dudinka,1507116,69.4058,86.1778,32.34,88,93,20.69
520,La Palma,5364022,33.8464,-118.0467,60.55,90,67,5.66
521,Conceição do Araguaia,3401845,-8.2578,-49.2647,87.8,20,62,3.44
522,Takoradze,2294915,4.8845,-1.7554,86.11,54,71,12.82
523,Pierre,5767918,44.3683,-100.351,35.6,90,93,13.8
524,Teguise,2510573,29.0605,-13.564,73.4,40,73,5.75
525,Corn Island,3620266,12.1694,-83.0418,80.74,11,73,13.35
526,Bitung,1648636,1.4451,125.1824,77.0,20,88,6.73
527,Khovd,1516048,48.0056,91.6419,35.44,1,42,0.72
528,Lagoa,3372964,39.05,-27.9833,57.78,5,74,35.3
529,Mocuba,1024312,-16.8392,36.9856,71.15,26,85,4.56
530,Esim,2303611,4.8699,-2.2405,85.28,100,70,9.78
531,Rio Tuba,1691703,8.5061,117.4317,79.48,96,83,7.61
532,Henties Bay,3356832,-22.116,14.2845,66.0,7,83,8.99
533,Vera Cruz,3445307,-12.6333,-41.0333,82.13,82,67,2.3
534,Emerald,2167426,-23.5333,148.1667,62.89,48,82,4.61
535,St. Marys,4220629,30.7305,-81.5465,70.43,1,49,10.36
536,Santa Isabel Rio Negro,3662489,-0.4139,-65.0192,87.91,90,60,4.99
537,Oktyabr'skoye,515805,43.0645,44.7417,59.0,40,63,8.95
538,Polis,146137,35.0367,32.4264,65.12,0,68,10.36
539,Kaeo,2189343,-35.1,173.7833,60.01,24,96,3.0
540,Tyukalinsk,1488780,55.8732,72.1967,39.76,99,50,9.22
541,Matamoros,3996426,25.5333,-103.25,80.69,75,14,18.41
542,Yumen,1528998,40.2833,97.2,42.75,100,74,16.33
543,Dutlwe,933787,-23.9833,23.9,69.87,0,27,1.21
544,Rabaul,2087894,-4.1967,152.1721,77.32,100,86,5.39
545,Jadu,2216432,31.953,12.0261,63.3,94,53,21.52
546,Airai,1651810,-8.9266,125.4092,57.67,43,92,2.35
547,Zhezkazgan,1516589,47.8043,67.7144,45.95,77,27,15.39
548,Aban,1512218,56.67,96.06,31.37,60,75,8.08
549,Mitsamiouli,921786,-11.3847,43.2844,81.1,61,78,14.85
550,Jiazi,1805935,22.8779,116.067,72.32,5,87,9.69
551,Tucumcari,5495360,35.1717,-103.725,60.8,1,33,3.44
552,Kutum,371745,14.2,24.6667,91.35,72,11,12.77
553,Lębork,3093739,54.5392,17.7501,46.2,0,31,21.85
554,Mae Hong Son,1152222,19.3003,97.9685,81.25,38,62,2.17
555,Pandan,1695546,14.0453,124.1694,75.4,82,92,2.17
556,Kirakira,2178753,-10.4544,161.9205,79.11,91,84,3.29
557,Vardø,777019,70.3705,31.1107,35.6,75,64,8.05
558,Biak,1637001,-0.9131,122.8766,77.38,95,83,6.22
559,Isiro,215771,2.7739,27.616,69.22,89,97,4.05
560,Atikokan,5888001,48.7555,-91.6216,48.6,100,66,10.22
561,Kaniama,214389,-7.5667,24.1833,74.25,17,80,4.32
562,Ahipara,2194098,-35.1667,173.1667,61.66,10,86,10.6
563,Jiuquan,1279945,39.7432,98.5174,43.3,100,70,13.87
564,Collie,2074113,-33.3667,116.15,55.99,89,80,1.01
565,Abatskiy,1512210,56.2875,70.4555,42.82,100,46,10.09
566,Makakilo City,5850554,21.3469,-158.0858,69.78,1,73,4.61
567,Auki,2109701,-8.7676,160.7034,76.44,76,87,3.09
568,Umm Kaddadah,364933,13.6017,26.6876,97.84,71,9,7.85
569,Krasnosel'kup,1502073,65.7,82.4667,32.18,19,84,18.54
570,Araci,3471854,-11.3333,-38.9667,86.76,68,54,5.17
